comin',772
second,772
most,771
different,770
anyway,765
thousand,765
christmas,764
miles,763
ocean,763
green,760
whatever,758
shout,754
lyrics,753
holy,753
pretend,751
human,751
luck,748
safe,745
cross,742
doubt,741
warm,741
she'll,737
insane,735
million,734
laugh,733
shoes,733
wide,731
jesus,730
gimme,728
beyond,726
fill,722
sense,722
begin,722
mad,719
repeat,719
looked,719
buy,718
bones,715
somehow,714
turns,712
evil,707
number,707
everywhere,706
point,704
'bout,704
'round,703
choose,702
everybody's,699
okay,698
edge,696
daddy,696
playing,696
yesterday,695
killing,695
taken,694
pride,694
darling,693
feelings,693
year,693
angels,691
secret,691
longer,691
brain,690
wasn't,688
1,688
sign,687
telling,687
jump,685
ring,682
nothin',680
spend,680
b,679
hanging,678
front,676
kick,675
bird,673
an',672
escape,670
queen,667
brother,664
worry,663
eat,661
dust,660
clouds,659
swear,658
walked,657
hallelujah,656
slowly,654
dry,654
write,653
died,652
hurts,650
wings,650
smoke,649
lying,648
phone,646
desire,645
less,641
shadow,640
storm,639
glass,639
wear,639
changed,637
wine,636
lovin',636
magic,635
ha,635
rather,634
ass,632
minute,632
held,630
mess,629
skies,629
everyday,629
stuck,624
fighting,624
steal,624
heat,622
share,620
shining,619
crowd,618
shall,617
poor,615
means,613
realize,613
hour,613
faces,612
lovers,611
leaves,609
survive,609
woah,609
picture,608
school,608
ghost,607
mirror,607
broke,607
rolling,607
sin,604
dawn,603
boom,602
happen,601
wasted,599
cried,599
haven't,596
build,594
songs,593
welcome,593
small,592
sorrow,592
ends,590
simple,590
needed,590
five,589
sitting,588
guy,583
sand,583
news,583
funny,583
treat,582
anybody,581
silver,579
family,578
bang,577
thank,576
voices,575
driving,572
forgive,572
awake,572
act,571
ago,569
won,568
ahead,568
sunshine,565
lines,565
drop,564
heavy,564
mountain,562
surrender,562
race,561
sex,561
quite,558
clean,558
screaming,557
pieces,556
bet,555
single,554
anywhere,551
middle,550
raise,550
misery,550
fate,549
laughing,548
missing,547
return,547
livin',544
tongue,544
stranger,543
self,541
piece,541
here's,539
searching,539
lookin',539
beside,538
below,538
price,537
tree,536
ice,535
ve,534
corner,534
learned,533
machine,533
ten,533
having,529
drown,528
key,528
knowing,528
state,526
seven,523
growing,522
filled,521
disappear,520
instead,520
knock,520
places,520
yea,519
ho,518
beneath,517
fallen,516
mercy,515
huh,514
feed,513
eh,512
sleeping,511
bone,510
slip,510
clothes,506
sister,504
working,504
glory,503
given,502
count,501
nothing's,500
brings,500
stare,499
starts,498
six,498
flying,498
cares,497
played,497
weak,497
band,496
lived,495
g,495
we'd,495
shoot,494
trees,494
built,493
view,492
silent,491
age,491
kept,491
heal,491
mr,489
life's,489
snow,489
x,488
spinning,486
cover,486
breathing,485
flame,484
midnight,483
grave,482
falls,482
beauty,481
golden,481
rules,480
spirit,479
check,479
scene,477
stick,476
tryin',476
underneath,476
happened,475
fingers,475
women,475
sunday,473
joy,472
glad,472
ball,471
paradise,468
one's,468
flow,468
kid,467
bitch,467
lucky,467
dig,467
