Artist,Genre,key,mode,valence,tempo,year,speechiness,instrumentalness,time_signature
Cher,Pop,E,Minor,0.0475,130.69,1969.0,0.0366,0.7490000000000001,4.0
Cher,Pop,F,Minor,0.519,121.335,1969.0,0.035,0.0125,4.0
Cher,Pop,A,Minor,0.19,78.775,1969.0,0.0317,0.909,4.0
Cher,Pop,E,Minor,0.56,138.266,1969.0,0.0353,0.8540000000000001,4.0
Cher,Pop,G,Major,0.752,137.321,1969.0,0.0312,0.754,4.0
Cher,Pop,F,Major,0.511,114.159,1969.0,0.0472,0.0,4.0
Cher,Pop,D,Major,0.813,154.813,1969.0,0.0651,0.0,4.0
Cher,Pop,D,Major,0.754,155.195,1969.0,0.0413,0.0,4.0
Cher,Pop,D,Major,0.816,154.653,1969.0,0.0764,0.0,4.0
Sia,Pop,F#,Minor,0.732,89.976,2016.0,0.105,0.00143,4.0
Beyoncé,Pop,G,Major,0.693,167.345,2019.0,0.369,0.0,4.0
Dionne Warwick,Pop,C#,Major,0.259,77.693,2016.0,0.0283,0.00193,4.0
Dionne Warwick,Pop,C#,Major,0.259,77.693,1970.0,0.0283,0.00193,4.0
Céline Dion,Pop,E,Minor,0.511,136.224,1995.0,0.0264,0.0,4.0
Madonna,Pop,D,Major,0.963,131.842,1989.0,0.033,0.000567,4.0
Michael Jackson,Pop,G,Minor,0.55,176.08599999999996,2014.0,0.17600000000000002,0.0,4.0
Michael Jackson,Pop,D,Minor,0.8270000000000001,164.058,2014.0,0.0284,0.008490000000000001,4.0
Carole King,Pop,D,Major,0.586,133.02,1975.0,0.0306,0.0,4.0
Bow Wow Wow,Pop,G#,Major,0.477,129.66299999999998,1996.0,0.0625,0.000271,4.0
Bow Wow Wow,Pop,G#,Major,0.454,131.089,1996.0,0.0892,0.000146,4.0
Carole King,Pop,C,Major,0.332,120.839,1970.0,0.0387,0.001,4.0
Michael Jackson,Pop,E,Major,0.0795,73.10600000000002,1995.0,0.0362,4.88e-05,3.0
Cher,Pop,G,Major,0.455,87.007,2020.0,0.0359,1.89e-06,4.0
Cher,Pop,G,Major,0.446,88.04899999999998,2020.0,0.0536,2.44e-06,4.0
Britney Spears,Pop,G#,Major,0.777,108.023,2004.0,0.0354,0.0147,4.0
Leona Lewis,Pop,C,Minor,0.5329999999999999,126.698,2013.0,0.0535,6.02e-06,4.0
Mariah Carey,Pop,D#,Major,0.7040000000000001,127.148,1994.0,0.0317,0.0,4.0
Kelly Clarkson,Pop,F,Major,0.353,125.993,2017.0,0.083,0.0,4.0
David Archuleta,Pop,F,Major,0.581,77.48899999999998,2018.0,0.0433,0.0,4.0
Meghan Trainor,Pop,C#,Minor,0.204,138.912,2020.0,0.0595,9.77e-06,4.0
Meghan Trainor,Pop,G,Minor,0.7170000000000001,100.03,2020.0,0.0297,0.0,4.0
Josh Rouse,Pop,C,Major,0.76,116.575,2019.0,0.0326,0.0188,4.0
Christina Aguilera,Pop,C#,Minor,0.484,99.642,2019.0,0.0728,2.05e-06,4.0
Mariah Carey,Pop,D,Major,0.195,98.441,2019.0,0.0294,0.0,4.0
Jordin Sparks,Pop,F#,Major,0.254,152.89700000000005,2019.0,0.0894,0.0,4.0
Pharrell Williams,Pop,F#,Major,0.862,105.001,2017.0,0.159,0.0006389999999999999,4.0
Mike,Pop,A,Major,0.332,89.88799999999998,2006.0,0.0569,0.000285,4.0
Bruno Mars,Pop,F,Minor,0.727,202.103,2016.0,0.116,0.0,4.0
Roxette,Pop,G,Major,0.608,112.437,1991.0,0.0273,1.15e-05,4.0
Roxette,Pop,D,Major,0.281,109.039,2011.0,0.0419,0.0,4.0
Jordin Sparks,Pop,G,Major,0.334,145.04399999999995,2020.0,0.0904,0.0,4.0
Shakira,Pop,C#,Major,0.928,119.97,1998.0,0.0345,2.51e-06,4.0
Shakira,Pop,C,Major,0.69,132.80700000000002,2000.0,0.261,1.09e-06,4.0
Britney Spears,Pop,C#,Minor,0.7509999999999999,110.056,2001.0,0.0448,0.000722,4.0
Danni Carlos,Pop,D,Major,0.4370000000000001,144.061,2008.0,0.029,0.0,4.0
Joni Mitchell,Pop,D,Major,0.483,106.774,1974.0,0.0553,2.89e-05,4.0
Jewel,Pop,E,Minor,0.503,106.182,2019.0,0.0587,0.0014,4.0
Christina Aguilera,Pop,C#,Major,0.369,80.291,2012.0,0.0699,0.0,4.0
Drake Bell,Pop,E,Major,0.354,90.022,2005.0,0.038,0.000134,4.0
Geri Halliwell,Pop,D,Major,0.614,127.943,2016.0,0.0375,0.0,4.0
Sara Bareilles,Pop,G,Major,0.192,147.843,2007.0,0.0316,2.05e-06,4.0
Josh Rouse,Pop,G#,Major,0.6829999999999999,136.993,2013.0,0.0316,9.24e-06,4.0
Adriana Calcanhotto,Pop,G,Minor,0.55,83.421,2000.0,0.0372,0.0,4.0
Sia,Pop,C,Major,0.778,120.033,2018.0,0.0546,0.0219,4.0
Westlife,Pop,G#,Major,0.604,152.561,2004.0,0.07,0.0,4.0
Adam Lambert,Pop,A,Major,0.302,194.912,2009.0,0.0303,0.0008410000000000001,3.0
Westlife,Pop,A,Major,0.182,136.02700000000002,2000.0,0.0285,0.0,4.0
Mariah Carey,Pop,D#,Major,0.268,103.753,1997.0,0.0276,2.92e-06,4.0
Mariah Carey,Pop,D#,Major,0.474,104.074,2020.0,0.0277,0.0,4.0
Dionne Warwick,Pop,G,Major,0.616,83.126,2006.0,0.0338,0.0,4.0
Dionne Warwick,Pop,A,Minor,0.586,124.159,2006.0,0.0436,0.0,3.0
Lily Allen,Pop,C#,Minor,0.685,87.016,2014.0,0.107,0.0,4.0
Meghan Trainor,Pop,G,Major,0.363,93.97,2015.0,0.0389,0.0,3.0
Dionne Warwick,Pop,A#,Major,0.199,130.112,2018.0,0.0374,0.000147,4.0
Rick Astley,Pop,D,Major,0.695,87.024,2005.0,0.0438,0.0613,4.0
Dionne Warwick,Pop,A#,Major,0.229,121.954,2016.0,0.0365,0.000382,4.0
Rebecca Black,Pop,F,Minor,0.405,137.843,2020.0,0.0603,3.03e-06,3.0
Five,Pop,C#,Major,0.438,140.025,2001.0,0.032,2.54e-06,4.0
Adam Lambert,Pop,F#,Major,0.206,141.786,2019.0,0.0269,5.2e-05,4.0
Adam Lambert,Pop,F#,Major,0.253,67.051,2020.0,0.0283,0.0,4.0
Adam Lambert,Pop,F#,Major,0.206,141.786,2020.0,0.0269,5.2e-05,4.0
Ria Mae,Pop,G,Major,0.632,103.957,2015.0,0.27,0.0034700000000000004,4.0
JoJo,Pop,A,Minor,0.362,126.924,2016.0,0.0781,5.53e-06,4.0
Little Mix,Pop,E,Minor,0.905,163.986,2015.0,0.0359,0.0,4.0
Britney Spears,Pop,F,Minor,0.362,103.884,2016.0,0.131,0.0,4.0
Josh Rouse,Pop,D#,Major,0.147,85.74600000000002,2015.0,0.0397,0.264,4.0
Sandy,Pop,D,Major,0.966,149.981,1997.0,0.0339,0.00168,4.0
Robbie Williams,Pop,C,Major,0.354,80.077,2019.0,0.0268,0.0,3.0
Robbie Williams,Pop,F,Major,0.0662,80.105,2019.0,0.0521,1.06e-05,3.0
Shakira,Pop,B,Major,0.782,119.977,2017.0,0.0365,0.000238,4.0
Spandau Ballet,Pop,A,Minor,0.602,128.935,1983.0,0.0297,0.0305,4.0
Danni Carlos,Pop,G#,Minor,0.401,119.966,2008.0,0.0731,0.0,4.0
James Blunt,Pop,D#,Major,0.398,109.061,2020.0,0.036000000000000004,0.0,4.0
James Blunt,Pop,D#,Major,0.332,108.833,2020.0,0.0341,2.88e-06,4.0
Joni Mitchell,Pop,C,Major,0.361,103.662,2019.0,0.0334,2.12e-06,4.0
Joni Mitchell,Pop,C,Major,0.361,103.662,1974.0,0.0334,2.12e-06,4.0
Nelly Furtado,Pop,F,Major,0.6679999999999999,98.073,2017.0,0.0783,0.000978,4.0
Five,Pop,B,Minor,0.7809999999999999,107.787,1998.0,0.0433,0.0,4.0
Leona Lewis,Pop,F#,Major,0.127,139.808,2012.0,0.0365,0.000255,4.0
Bread,Pop,D,Major,0.163,95.487,1971.0,0.0279,0.0032,4.0
Leona Lewis,Pop,A,Minor,0.165,137.002,2012.0,0.0441,1.42e-05,4.0
Leona Lewis,Pop,A,Minor,0.157,119.191,2012.0,0.0335,0.0,4.0
Dionne Warwick,Pop,A#,Major,0.838,144.415,1973.0,0.0447,9.4e-05,4.0
Westlife,Pop,F,Minor,0.619,137.429,2004.0,0.0322,0.0,4.0
Cyndi Lauper,Pop,A#,Major,0.855,104.665,1983.0,0.035,1.84e-06,4.0
Jennifer Lopez,Pop,G#,Minor,0.591,127.776,2001.0,0.045,1.51e-05,4.0
Sara Bareilles,Pop,C,Minor,0.545,74.751,2007.0,0.0776,0.0,4.0
Seal,Pop,C,Major,0.399,158.442,2009.0,0.0324,0.0004480000000000001,4.0
Michael Jackson,Pop,B,Minor,0.764,89.601,1995.0,0.0381,0.000687,4.0
Jessica Simpson,Pop,B,Major,0.556,110.037,2008.0,0.0318,0.0,4.0
Christina Aguilera,Pop,G#,Major,0.775,118.901,2008.0,0.103,3.84e-05,4.0
Laura Pausini,Pop,E,Minor,0.399,171.463,2013.0,0.0374,1.01e-06,4.0
Ricky Martin,Pop,F#,Major,0.504,161.991,2000.0,0.0385,0.0,4.0
Eliana,Pop,D,Major,0.8270000000000001,141.466,1995.0,0.059,2.95e-05,4.0
JoJo,Pop,G#,Minor,0.29100000000000004,122.989,2020.0,0.0695,0.00939,4.0
JoJo,Pop,G#,Minor,0.403,124.335,2020.0,0.0548,0.0,4.0
Joni Mitchell,Pop,B,Minor,0.172,127.497,2000.0,0.0327,7.52e-05,3.0
Adam Lambert,Pop,A,Major,0.858,96.04,2019.0,0.0427,0.00078,4.0
Bread,Pop,D,Major,0.31,76.14699999999998,1970.0,0.0284,0.0222,4.0
Bread,Pop,D,Major,0.312,76.085,2017.0,0.0299,0.0129,4.0
Danni Carlos,Pop,F,Major,0.237,139.961,2003.0,0.0289,0.0,4.0
Sara Bareilles,Pop,G,Major,0.335,125.351,2020.0,0.0399,4.82e-06,4.0
JoJo,Pop,F,Minor,0.319,126.004,2020.0,0.054000000000000006,4.03e-05,4.0
James Arthur,Pop,B,Major,0.251,117.17,2016.0,0.0418,0.0,4.0
The Cardigans,Pop,D,Major,0.121,126.166,2004.0,0.0274,0.000148,4.0
Spandau Ballet,Pop,C,Major,0.545,76.20100000000002,1983.0,0.0587,5.7399999999999986e-05,4.0
Jennifer Lopez,Pop,D,Minor,0.107,129.959,2007.0,0.0304,0.0,4.0
Julieta Venegas,Pop,F,Major,0.421,85.031,2008.0,0.0359,0.0,4.0
Laura Pausini,Pop,E,Minor,0.337,172.247,2009.0,0.0462,0.0,4.0
Eliana,Pop,E,Major,0.505,89.979,1999.0,0.0404,0.0,4.0
Eliana,Pop,C,Major,0.966,142.05700000000004,2000.0,0.0663,0.0,4.0
Vanessa Carlton,Pop,E,Minor,0.253,141.967,2020.0,0.0367,0.0016,4.0
Little Mix,Pop,F#,Minor,0.49,97.011,2013.0,0.0516,1.14e-06,4.0
Julieta Venegas,Pop,A#,Minor,0.322,110.293,1998.0,0.0368,5.520000000000003e-05,4.0
Ricky Martin,Pop,G,Minor,0.244,86.666,2006.0,0.0511,2.43e-06,4.0
Laura Pausini,Pop,F#,Minor,0.5820000000000001,125.985,2013.0,0.0352,2.25e-06,4.0
Laura Pausini,Pop,F#,Minor,0.362,119.069,2009.0,0.0321,0.0,4.0
Hilary Duff,Pop,B,Major,0.425,127.994,2015.0,0.0338,5.95e-06,4.0
Little Mix,Pop,A,Minor,0.377,107.075,2020.0,0.0458,0.0,4.0
Sia,Pop,C#,Major,0.28800000000000003,80.389,2016.0,0.0462,4.41e-06,4.0
Big Time Rush,Pop,D#,Major,0.457,127.999,2013.0,0.0482,0.0,4.0
Demi Lovato,Pop,A#,Minor,0.35200000000000004,130.006,2016.0,0.0676,6.22e-05,4.0
Camila Cabello,Pop,C,Major,0.389,103.073,2019.0,0.0469,0.0,3.0
Camila Cabello,Pop,C,Major,0.213,104.851,2018.0,0.0348,0.0,3.0
Belle & Sebastian,Pop,A#,Minor,0.275,181.858,2002.0,0.0399,0.935,5.0
Belle & Sebastian,Pop,A,Minor,0.242,149.22,2002.0,0.0316,0.407,4.0
Rouge,Pop,A,Minor,0.696,171.985,2016.0,0.0588,0.147,4.0
Christina Aguilera,Pop,A#,Major,0.179,136.912,2000.0,0.0331,5.99e-06,5.0
Mariah Carey,Pop,G#,Major,0.901,100.023,2020.0,0.0741,0.0,4.0
Eliana,Pop,F#,Major,0.594,119.99,2000.0,0.0295,2.11e-06,4.0
Ricky Martin,Pop,A,Minor,0.249,136.341,1998.0,0.0332,6.78e-05,4.0
Eliana,Pop,A#,Major,0.359,203.538,2001.0,0.0367,8.26e-06,3.0
Jamiroquai,Pop,D,Major,0.276,79.486,2001.0,0.0302,9.12e-05,4.0
Blue,Pop,G#,Minor,0.7240000000000001,82.59,2011.0,0.0483,0.0,4.0
Jamiroquai,Pop,B,Minor,0.929,119.838,1987.0,0.0513,0.000654,4.0
Jamiroquai,Pop,B,Minor,0.925,119.865,1996.0,0.0495,0.00102,4.0
Shakira,Pop,G#,Major,0.506,162.01,2005.0,0.0366,0.0,4.0
Josh Rouse,Pop,E,Major,0.154,145.474,2010.0,0.0311,0.0169,3.0
Bread,Pop,C,Major,0.7170000000000001,126.609,1969.0,0.0401,0.0,4.0
Céline Dion,Pop,C,Major,0.8240000000000001,100.063,2003.0,0.0423,1.57e-05,4.0
Kelly Clarkson,Pop,B,Major,0.466,142.974,2019.0,0.0277,0.0,4.0
Prefab Sprout,Pop,F,Minor,0.257,123.257,1984.0,0.0442,1.85e-05,4.0
The Cardigans,Pop,C,Minor,0.0678,125.96,2004.0,0.0346,0.0321,4.0
Beyoncé,Pop,F,Major,0.6990000000000001,167.34900000000005,2011.0,0.151,0.0,4.0
Beyoncé,Pop,C,Major,0.443,167.334,2019.0,0.293,0.0,4.0
Britney Spears,Pop,C,Minor,0.4920000000000001,110.035,2016.0,0.0425,0.00487,4.0
Céline Dion,Pop,C,Major,0.218,120.472,2019.0,0.0402,0.0,4.0
Sia,Pop,B,Minor,0.11,78.828,2020.0,0.0347,0.0,4.0
Joni Mitchell,Pop,A,Major,0.289,111.623,1974.0,0.0357,0.0,4.0
Belle & Sebastian,Pop,C#,Minor,0.919,109.286,2014.0,0.0337,0.507,4.0
New Kids On The Block,Pop,F#,Major,0.948,119.95,1988.0,0.0345,2.83e-06,4.0
Bow Wow Wow,Pop,G,Major,0.42,147.808,1996.0,0.14,0.247,4.0
Kesha,Pop,C#,Major,0.413,130.72,2020.0,0.036000000000000004,0.0,4.0
George Michael,Pop,C#,Major,0.272,127.851,2017.0,0.0313,0.000453,3.0
George Michael,Pop,A#,Minor,0.298,127.929,2017.0,0.0326,9.8e-05,3.0
Pharrell Williams,Pop,C,Major,0.657,119.978,2016.0,0.0603,0.0,4.0
O-Town,Pop,G,Major,0.422,146.941,2001.0,0.0439,0.0,3.0
Anggun,Pop,C,Minor,0.872,119.988,2008.0,0.0305,0.0,4.0
Seal,Pop,B,Minor,0.359,102.99,2009.0,0.0632,0.3,4.0
Big Time Rush,Pop,C,Major,0.8320000000000001,171.94099999999997,2013.0,0.0705,0.0,4.0
Beyoncé,Pop,D,Major,0.402,99.226,2019.0,0.158,0.000458,4.0
Kesha,Pop,C,Minor,0.478,128.03,2012.0,0.0433,0.005679999999999999,4.0
George Michael,Pop,A#,Minor,0.67,161.355,2017.0,0.0591,0.00363,4.0
Meghan Trainor,Pop,D,Minor,0.708,119.983,2015.0,0.0638,2.55e-06,4.0
Tears For Fears,Pop,C,Major,0.0357,76.683,1995.0,0.0304,0.0035,4.0
Reik,Pop,D#,Major,0.309,85.925,2012.0,0.0262,0.0,4.0
Reik,Pop,D#,Major,0.341,171.423,2012.0,0.0299,0.0,4.0
Reik,Pop,D#,Major,0.308,86.022,2012.0,0.0265,0.0,4.0
Reik,Pop,D#,Major,0.441,85.949,2012.0,0.0258,0.0,4.0
Eliana,Pop,G,Major,0.297,139.528,1999.0,0.0337,0.0,4.0
Britney Spears,Pop,G,Major,0.711,107.987,2011.0,0.0298,0.0,4.0
Erasure,Pop,F,Minor,0.248,100.056,2019.0,0.0241,0.126,4.0
Kelly Clarkson,Pop,C,Major,0.503,75.964,2017.0,0.0316,0.0,4.0
Prefab Sprout,Pop,A#,Minor,0.388,132.004,1984.0,0.0701,0.0,4.0
David Archuleta,Pop,C,Minor,0.487,162.084,2008.0,0.0322,1.2e-05,4.0
Christina Aguilera,Pop,F,Major,0.332,139.622,2002.0,0.0373,0.0,4.0
Kelly Clarkson,Pop,A#,Major,0.147,142.216,2009.0,0.0336,0.0,3.0
Mandy Moore,Pop,C,Major,0.5429999999999999,86.691,2002.0,0.0308,2.86e-06,4.0
Michael Jackson,Pop,D,Major,0.462,85.01100000000002,2001.0,0.0366,0.0,4.0
Madonna,Pop,C,Major,0.5710000000000001,138.128,1990.0,0.0536,5.4899999999999986e-05,4.0
Rick Astley,Pop,C,Major,0.547,89.912,1991.0,0.0236,0.0,4.0
Cher,Pop,E,Major,0.961,105.909,1969.0,0.0276,0.0,4.0
Cher,Pop,E,Major,0.961,105.904,1969.0,0.027000000000000003,0.0,4.0
Rick Astley,Pop,A,Minor,0.481,107.018,2005.0,0.0268,0.469,3.0
Christina Grimmie,Pop,B,Minor,0.39,120.034,2020.0,0.0553,7.37e-06,4.0
Camila Cabello,Pop,A,Minor,0.653,118.058,2019.0,0.0927,0.0,4.0
Katy B,Pop,C#,Minor,0.221,111.976,2014.0,0.0343,0.000519,4.0
Camila Cabello,Pop,F#,Minor,0.603,85.227,2017.0,0.383,0.0,4.0
Josh Rouse,Pop,C,Major,0.654,127.763,2015.0,0.0363,0.0753,4.0
Christina Aguilera,Pop,A,Major,0.69,172.649,2000.0,0.0431,0.0,4.0
Prefab Sprout,Pop,C#,Major,0.867,90.03399999999998,1984.0,0.0515,3.9e-05,4.0
Alexandra Savior,Pop,D,Major,0.573,136.047,2017.0,0.0271,3.87e-05,4.0
Miley Cyrus,Pop,C,Minor,0.25,77.521,2015.0,0.0253,0.0859,4.0
Reik,Pop,F#,Minor,0.561,124.966,2012.0,0.0259,3.5000000000000016e-06,4.0
Latino,Pop,C,Major,0.976,133.963,2007.0,0.059,0.0,4.0
Julieta Venegas,Pop,C,Major,0.562,87.73100000000002,2007.0,0.0313,0.000181,4.0
Céline Dion,Pop,D#,Minor,0.505,200.031,2006.0,0.0328,0.0,4.0
Anggun,Pop,C#,Major,0.344,83.911,2005.0,0.0323,0.0,4.0
Michael Jackson,Pop,B,Major,0.972,109.464,1995.0,0.0637,0.00595,4.0
Little Mix,Pop,D#,Minor,0.294,140.928,2012.0,0.0541,3.35e-05,4.0
Little Mix,Pop,D#,Minor,0.318,136.04,2012.0,0.0302,0.0,4.0
Little Mix,Pop,F#,Major,0.191,140.05,2012.0,0.0639,0.0591,4.0
Little Mix,Pop,D#,Minor,0.0871,141.036,2018.0,0.0336,0.6509999999999999,4.0
Little Mix,Pop,F#,Major,0.65,128.003,2012.0,0.0997,0.0219,4.0
Beyoncé,Pop,C#,Minor,0.448,123.46,2003.0,0.0753,1.49e-05,4.0
Beyoncé,Pop,G,Major,0.598,90.886,2016.0,0.21600000000000005,0.0,4.0
Rick Springfield,Pop,D,Major,0.619,131.69899999999998,1981.0,0.08199999999999999,0.0,4.0
Katy Perry,Pop,C#,Major,0.131,122.154,2020.0,0.0408,0.0,4.0
Ricky Martin,Pop,A,Minor,0.764,99.964,2000.0,0.065,1.13e-06,4.0
Madonna,Pop,F#,Minor,0.857,105.988,2008.0,0.0323,0.0724,4.0
PSY,Pop,G,Major,0.87,120.005,2015.0,0.0332,0.0,4.0
Sandy,Pop,A,Minor,0.768,123.647,2000.0,0.153,0.000218,4.0
Jennifer Lopez,Pop,C#,Minor,0.632,109.821,2001.0,0.0373,0.00264,4.0
Kelly Clarkson,Pop,G,Major,0.261,121.015,2015.0,0.0609,8.21e-06,4.0
Beyoncé,Pop,D,Major,0.471,110.005,2011.0,0.0623,0.0,4.0
Olly Murs,Pop,B,Minor,0.964,163.984,2011.0,0.0589,0.0,4.0
Greyson Chance,Pop,B,Major,0.391,107.97,2020.0,0.135,0.000674,4.0
Greyson Chance,Pop,E,Major,0.409,105.485,2020.0,0.0438,0.0,4.0
Cher,Pop,A,Major,0.418,103.28,2018.0,0.0543,1.05e-06,4.0
Cyndi Lauper,Pop,D,Minor,0.825,98.933,1989.0,0.0424,0.000265,4.0
Cimorelli,Pop,F#,Major,0.231,115.014,2017.0,0.0314,0.0,4.0
Dionne Warwick,Pop,B,Minor,0.623,206.832,1985.0,0.387,9.28e-05,4.0
James Blunt,Pop,F#,Minor,0.961,139.954,2010.0,0.0294,0.0,4.0
Michael Jackson,Pop,A#,Major,0.599,112.995,2005.0,0.134,2.5e-05,4.0
Roxette,Pop,E,Major,0.319,122.781,2011.0,0.0434,0.000544,4.0
Beyoncé,Pop,F#,Major,0.459,99.982,2003.0,0.0808,0.0,4.0
Cher,Pop,F,Major,0.228,137.056,1969.0,0.0454,0.0,4.0
Rouge,Pop,F#,Major,0.312,128.033,2016.0,0.115,1.75e-05,4.0
Sandy,Pop,F#,Major,0.905,109.232,2004.0,0.93,0.0,4.0
Robbie Williams,Pop,B,Major,0.621,113.332,2019.0,0.0521,0.0,4.0
Sandy,Pop,A,Minor,0.716,96.019,1998.0,0.0379,2.22e-05,4.0
Bread,Pop,C,Major,0.8640000000000001,161.57,1972.0,0.0269,0.000245,4.0
Nancy Sinatra,Pop,B,Minor,0.763,145.879,1966.0,0.13699999999999998,1.5e-05,4.0
Miranda Cosgrove,Pop,C,Major,0.5329999999999999,184.156,2010.0,0.105,1.75e-05,4.0
Mariah Carey,Pop,B,Minor,0.274,124.584,2020.0,0.0494,0.182,4.0
Mariah Carey,Pop,B,Minor,0.366,123.992,1995.0,0.0344,0.00103,4.0
Julieta Venegas,Pop,A,Minor,0.935,150.317,2007.0,0.0291,7.05e-06,4.0
Christopher Cross,Pop,G,Major,0.836,130.011,1983.0,0.0375,3.46e-05,4.0
Jennifer Lopez,Pop,A#,Minor,0.382,81.383,2002.0,0.0719,6.979999999999999e-05,4.0
Britney Spears,Pop,D#,Major,0.28,127.57,2000.0,0.0341,0.0,4.0
Meghan Trainor,Pop,C#,Major,0.8320000000000001,79.42699999999998,2015.0,0.185,0.0,4.0
Sara Bareilles,Pop,D,Major,0.378,140.616,2020.0,0.0408,0.00795,4.0
Madonna,Pop,D,Major,0.897,126.838,1989.0,0.0449,0.0,4.0
Cyndi Lauper,Pop,C#,Major,0.95,133.873,1993.0,0.0626,0.017,4.0
Little Mix,Pop,G#,Major,0.612,113.035,2016.0,0.0481,0.0,4.0
Adam Lambert,Pop,G,Major,0.205,77.984,2009.0,0.0252,3.12e-05,4.0
JoJo,Pop,G,Major,0.277,105.096,2020.0,0.324,0.0,4.0
JoJo,Pop,A,Major,0.87,97.431,2020.0,0.034,1.85e-05,4.0
Britney Spears,Pop,F#,Minor,0.903,117.005,1999.0,0.0314,7.01e-06,4.0
Jewel,Pop,E,Minor,0.193,180.03,1998.0,0.039,4.28e-05,3.0
Seal,Pop,A,Major,0.46,90.846,2009.0,0.041,0.0007,4.0
Jamiroquai,Pop,F#,Major,0.5379999999999999,103.886,1998.0,0.0414,0.000753,4.0
Dionne Warwick,Pop,C#,Minor,0.645,145.494,2005.0,0.039,0.000115,4.0
Dionne Warwick,Pop,C#,Minor,0.6459999999999999,145.776,1999.0,0.0379,9.72e-05,4.0
Dionne Warwick,Pop,C#,Minor,0.62,145.44,1979.0,0.042,0.000129,4.0
Sandy,Pop,C,Major,0.895,120.048,1998.0,0.0408,0.00302,4.0
Taylor Swift,Pop,A,Minor,0.0579,95.027,2018.0,0.0715,0.000353,4.0
Fifth Harmony,Pop,E,Major,0.8370000000000001,143.965,2017.0,0.174,0.0,4.0
Kudai,Pop,C,Minor,0.396,102.991,2019.0,0.0562,7.86e-06,4.0
Christina Aguilera,Pop,G,Major,0.12,98.949,2018.0,0.031,0.0,3.0
Geri Halliwell,Pop,B,Minor,0.593,113.239,2016.0,0.0287,1.33e-06,4.0
Prefab Sprout,Pop,A,Minor,0.221,118.712,1983.0,0.0344,0.02,4.0
Prefab Sprout,Pop,A,Major,0.484,170.158,2007.0,0.0317,0.183,3.0
David Archuleta,Pop,D#,Minor,0.236,134.053,2008.0,0.0461,0.0,4.0
Belle & Sebastian,Pop,D,Major,0.5870000000000001,119.836,2013.0,0.0279,0.000928,4.0
Pharrell Williams,Pop,B,Minor,0.337,170.00099999999995,2013.0,0.198,0.0,4.0
Adriana Calcanhotto,Pop,G#,Minor,0.38,125.856,2019.0,0.0334,0.0,4.0
Céline Dion,Pop,G,Major,0.684,130.188,1995.0,0.0272,6.929999999999999e-05,4.0
Geri Halliwell,Pop,B,Minor,0.738,131.007,2016.0,0.0685,3.76e-06,4.0
Madonna,Pop,F#,Minor,0.612,147.047,2008.0,0.0366,0.00923,4.0
Anggun,Pop,D,Major,0.7340000000000001,99.961,2005.0,0.0388,1.12e-06,4.0
Shakira,Pop,C,Major,0.222,94.008,2010.0,0.0547,9.43e-05,4.0
Adriana Calcanhotto,Pop,A#,Major,0.183,98.974,2000.0,0.0292,0.0,4.0
Shakira,Pop,A#,Major,0.526,165.747,2005.0,0.0792,1.11e-05,4.0
Belle & Sebastian,Pop,A,Minor,0.0,0.0,2002.0,0.0,0.0,0.0
Belle & Sebastian,Pop,B,Major,0.0453,150.47799999999995,2002.0,0.909,0.0,4.0
Belle & Sebastian,Pop,C#,Major,0.728,74.255,2002.0,0.946,0.0,1.0
Belle & Sebastian,Pop,C,Major,0.31,102.579,2002.0,0.183,8.56e-06,4.0
Belle & Sebastian,Pop,F#,Major,0.88,92.304,2002.0,0.932,0.0,4.0
Jason Derulo,Pop,F,Major,0.7959999999999999,129.963,2019.0,0.037000000000000005,0.0,4.0
Savannah Outen,Pop,B,Minor,0.277,91.713,2012.0,0.0321,0.0,4.0
Prefab Sprout,Pop,G#,Minor,0.514,113.272,1989.0,0.029,5.63e-06,4.0
Bread,Pop,G,Major,0.43,90.429,1972.0,0.0286,0.000203,4.0
Mariah Carey,Pop,B,Minor,0.406,88.118,1999.0,0.0719,0.0,4.0
Belle & Sebastian,Pop,F#,Minor,0.399,197.143,2019.0,0.0718,2.07e-06,4.0
Jessica Simpson,Pop,F,Major,0.0771,157.967,1999.0,0.0319,0.000164,4.0
Adam Lambert,Pop,G,Major,0.17600000000000002,130.121,2009.0,0.0259,9.46e-05,3.0
Jamiroquai,Pop,C,Major,0.0571,90.398,1996.0,0.0434,0.831,4.0
Jamiroquai,Pop,C,Major,0.867,80.244,1996.0,0.0428,0.828,4.0
Bread,Pop,E,Minor,0.475,95.581,1972.0,0.0307,3.71e-05,4.0
Kelly Clarkson,Pop,C#,Major,0.536,134.88,2017.0,0.0401,0.0,4.0
New Kids On The Block,Pop,C#,Minor,0.506,137.80700000000002,1986.0,0.0283,0.0,4.0
Mike,Pop,C,Major,0.586,126.434,2006.0,0.0328,0.738,4.0
Dionne Warwick,Pop,G#,Major,0.14800000000000002,81.918,1970.0,0.0299,0.000241,3.0
Rag'n'Bone Man,Pop,D#,Major,0.0845,94.388,2017.0,0.109,0.0,3.0
Kesha,Pop,C#,Minor,0.8009999999999999,128.001,2012.0,0.046,0.000125,4.0
Kesha,Pop,B,Minor,0.264,117.28,2012.0,0.0369,3.9e-06,4.0
Vanessa Carlton,Pop,G#,Major,0.36,95.184,2020.0,0.0415,0.0029100000000000003,4.0
Sandy,Pop,E,Minor,0.902,133.011,2000.0,0.0505,0.000572,4.0
